barometer_data.timeStamp_barometer,has_barometer_data,barometer_data.temperature,barometer_data.altitude,barometer_data.pressure
195415429,1,33.35,-346.916,1053.14
195418038,1,33.35,-305.1,1048.24
195422085,1,33.33,-327.973,1050.92
195424694,1,33.33,-299.69,1047.61
195427303,1,33.34,-266.259,1043.71
195429912,1,33.34,-255.6,1042.47
195432521,1,33.34,-247.77,1041.56
195435130,1,33.34,-233.55599999999998,1039.91
195437739,1,33.34,-214.74,1037.73
195440348,1,33.35,-183.24,1034.09
195442957,1,33.35,-162.06,1031.65
195445566,1,33.35,-92.258,1023.65
195448175,1,33.35,-34.8778,1017.12
195450784,1,33.35,9.92891,1012.05
195453393,1,33.36,73.3235,1004.92
195456002,1,33.36,163.809,994.83
195458611,1,33.36,225.764,987.98
195462636,1,33.34,309.814,978.76
195465245,1,33.34,376.384,971.52
195468496,1,33.33,480.61199999999997,960.29
195471106,1,33.34,673.438,939.86
195473716,1,33.34,868.632,919.62
195476325,1,33.34,1037.82,902.43
195478934,1,33.35,1157.78,890.44
195481543,1,33.35,1241.34,882.18
195484152,1,33.35,1304.58,875.98
195486761,1,33.35,1346.54,871.89
195490983,1,33.33,1390.89,867.58
195493592,1,33.33,1407.64,865.96
195496201,1,33.34,1420.02,864.77
195498810,1,33.34,1425.2,864.27
195503795,1,33.31,1434.3,863.38
195506405,1,33.31,1442.82,862.56
195509014,1,33.31,1451.76,861.7
195511624,1,33.32,1465.03,860.43
195514233,1,33.32,1477.86,859.2
195516842,1,33.32,1492.17,857.83
195519451,1,33.32,1502.62,856.83
195522060,1,33.33,1517.12,855.45
195524669,1,33.33,1528.45,854.37
195527278,1,33.33,1540.0,853.27
195529887,1,33.33,1551.46,852.18
195532496,1,33.33,1562.62,851.12
195535105,1,33.33,1574.53,849.99
195537797,1,33.33,1585.09,848.99
195540406,1,33.33,1597.87,847.78
195544332,1,33.31,1614.18,846.23
195546941,1,33.31,1626.58,845.06
195549550,1,33.31,1636.77,844.1
195552159,1,33.31,1646.23,843.21
195554768,1,33.32,1656.49,842.25
195557377,1,33.32,1668.1,841.16
195559986,1,33.32,1676.21,840.4
195562595,1,33.32,1687.1,839.38
195565204,1,33.32,1699.17,838.25
195567813,1,33.32,1708.59,837.37
195570422,1,33.32,1719.41,836.36
195573031,1,33.32,1728.96,835.47
195575640,1,33.32,1738.41,834.59
195578249,1,33.32,1749.37,833.57
195580858,1,33.32,1760.78,832.51
195584871,1,33.3,1776.72,831.02
195587480,1,33.3,1787.73,830.0
195590089,1,33.3,1798.76,828.98
195592698,1,33.31,1808.01,828.13
195595307,1,33.31,1818.52,827.16
195597916,1,33.31,1829.91,826.11
195600525,1,33.31,1838.05,825.36
195603134,1,33.31,1849.46,824.31
195605743,1,33.31,1860.78,823.27
195608352,1,33.32,1868.9,822.53
195610961,1,33.32,1880.46,821.47
195613570,1,33.31,1890.12,820.58
195616179,1,33.32,1900.35,819.65
195618788,1,33.32,1910.97,818.68
195621397,1,33.32,1920.06,817.85
195625412,1,33.3,1937.05,816.29
195628023,1,33.3,1946.72,815.41
195630633,1,33.3,1958.38,814.35
195633242,1,33.3,1966.75,813.59
195635851,1,33.31,1976.85,812.68
195638460,1,33.31,1985.79,811.87
195641069,1,33.31,1995.29,811.01
195643678,1,33.31,2005.47,810.09
195646287,1,33.31,2016.65,809.08
195648953,1,33.31,2027.19,808.13
195651564,1,33.31,2039.62,807.01
195654173,1,33.31,2048.51,806.21
195656782,1,33.31,2059.53,805.22
195659391,1,33.31,2066.77,804.57
195662000,1,33.31,2075.69,803.77
195665953,1,33.3,2092.14,802.29
195668563,1,33.3,2104.33,801.2
195671172,1,33.3,2115.75,800.18
195673781,1,33.3,2127.18,799.16
195676390,1,33.3,2138.18,798.18
195678999,1,33.3,2147.4,797.36
195681608,1,33.31,2156.13,796.59
195684217,1,33.31,2165.03,795.8
195686826,1,33.31,2175.96,794.83
195689435,1,33.31,2185.89,793.95
195692044,1,33.31,2198.89,792.8
195694653,1,33.31,2210.77,791.75
195697262,1,33.31,2221.19,790.83
195699871,1,33.31,2232.19,789.86
195702480,1,33.31,2241.96,789.0
195706501,1,33.29,2260.35,787.37
195709110,1,33.3,2272.39,786.32
195711719,1,33.3,2287.57,784.99
195714328,1,33.3,2303.68,783.58
195716937,1,33.3,2315.25,782.57
195719546,1,33.3,2327.86,781.47
195722155,1,33.3,2340.37,780.38
195724764,1,33.31,2321.05,782.07
195727373,1,33.31,2275.43,786.06
195729982,1,33.31,2209.18,791.89
195732591,1,33.31,2169.31,795.42
195735200,1,33.31,2108.31,800.85
195737809,1,33.31,2059.86,805.19
195740418,1,33.31,1985.13,811.93
195743027,1,33.31,1942.17,815.83
195747050,1,33.29,1926.89,817.21
195749659,1,33.29,1948.2,815.27
195752268,1,33.3,1977.45,812.62
195754877,1,33.3,1996.11,810.93
195757486,1,33.3,2004.3,810.19
195760178,1,33.3,2000.09,810.57
195762788,1,33.3,1991.69,811.33
195765397,1,33.3,1990.7,811.42
195768007,1,33.3,1986.83,811.77
195770616,1,33.31,1993.08,811.21
195773225,1,33.31,1991.87,811.32
195775834,1,33.31,2003.48,810.27
195778443,1,33.31,2008.24,809.84
195781052,1,33.31,2035.95,807.34
195783661,1,33.31,2064.54,804.77
195787681,1,33.29,2122.18,799.6
195790291,1,33.29,2131.94,798.73
195792900,1,33.29,2141.03,797.92
195795510,1,33.29,2148.23,797.28
195798119,1,33.3,2158.2,796.4
195800728,1,33.29,2174.8,794.92
195803337,1,33.29,2153.85,796.78
195805946,1,33.3,2164.28,795.86
195808555,1,33.29,2159.59,796.27
195811164,1,33.3,2179.72,794.49
195813773,1,33.3,2191.81,793.42
195816382,1,33.29,2216.63,791.22
195818991,1,33.3,2220.1,790.92
195821600,1,33.29,2211.76,791.65
195824209,1,33.29,2206.32,792.13
195828225,1,33.27,2218.64,791.03
195830834,1,33.27,2243.94,788.8
195833443,1,33.27,2264.88,786.96
195836052,1,33.27,2301.29,783.77
195838661,1,33.27,2313.19,782.73
195841270,1,33.27,2331.42,781.14
195843879,1,33.27,2338.65,780.51
195846488,1,33.27,2316.17,782.47
195849097,1,33.27,2308.49,783.14
195851706,1,33.27,2306.09,783.35
195854315,1,33.27,2327.06,781.52
195856924,1,33.27,2349.45,779.57
195859533,1,33.27,2377.55,777.13
195862142,1,33.27,2419.87,773.47
195864751,1,33.27,2429.38,772.65
195868764,1,33.25,2440.94,771.64
195871375,1,33.25,2400.03,775.17
195874419,1,33.24,2389.67,776.06
195877028,1,33.24,2391.98,775.86
195879637,1,33.24,2406.55,774.6
195882246,1,33.24,2433.43,772.28
195884855,1,33.24,2464.94,769.57
195887464,1,33.24,2499.13,766.64
195890073,1,33.24,2520.55,764.81
195892682,1,33.24,2535.45,763.54
195895291,1,33.24,2515.4,765.25
195897900,1,33.24,2487.8,767.61
195900509,1,33.24,2474.96,768.71
195903118,1,33.24,2484.18,767.92
195905727,1,33.24,2497.14,766.81
195909728,1,33.22,2537.63,763.34
195912338,1,33.22,2569.5,760.63
195914947,1,33.22,2584.6,759.35
195917556,1,33.22,2578.35,759.88
195920165,1,33.22,2585.78,759.25
195922774,1,33.22,2597.0,758.3
195925383,1,33.22,2555.26,761.84
195927992,1,33.22,2547.14,762.53
195930601,1,33.22,2558.91,761.53
195933210,1,33.22,2605.04,757.62
195935819,1,33.22,2658.2,753.14
195938428,1,33.22,2709.16,748.87
195941037,1,33.22,2721.01,747.88
195943646,1,33.22,2725.45,747.51
195946255,1,33.23,2735.37,746.69
195950265,1,33.2,2749.88,745.46
195952875,1,33.2,2764.2,744.27
195955485,1,33.21,2740.36,746.26
195958094,1,33.21,2743.24,746.02
195960703,1,33.21,2770.79,743.73
195963312,1,33.21,2795.65,741.67
195965921,1,33.21,2800.73,741.25
195968530,1,33.22,2810.14,740.48
195971139,1,33.21,2806.65,740.76
195973748,1,33.21,2808.47,740.61
195976357,1,33.22,2825.64,739.2
195978966,1,33.22,2834.5,738.47
195981575,1,33.22,2839.84,738.03
195984184,1,33.22,2836.92,738.27
195986793,1,33.22,2843.12,737.76
195990803,1,33.2,2887.14,734.13
195993413,1,33.2,2885.43,734.27
195996672,1,33.2,2892.39,733.7
195999282,1,33.2,2895.2,733.47
196001891,1,33.2,2899.11,733.15
196004500,1,33.21,2910.7,732.21
196007109,1,33.21,2912.66,732.05
196009718,1,33.21,2922.58,731.24
196012327,1,33.21,2903.36,732.81
196014936,1,33.21,2904.95,732.68
196017545,1,33.22,2927.83,730.82
196020154,1,33.22,2966.17,727.7
196022763,1,33.22,2964.82,727.81
196025372,1,33.22,2967.4,727.6
196027981,1,33.22,2963.21,727.94
196031979,1,33.2,2955.76,728.53
196034588,1,33.2,2957.85,728.36
196037197,1,33.21,2971.0,727.3
196039806,1,33.21,2994.82,725.37
196042415,1,33.21,3012.25,723.96
196045024,1,33.21,3016.96,723.58
196047633,1,33.22,3034.04,722.21
196050242,1,33.22,3040.0,721.73
196052851,1,33.22,3048.2,721.07
196055460,1,33.22,3049.94,720.93
196058069,1,33.23,3058.5,720.25
196060678,1,33.23,3067.21,719.55
196063287,1,33.23,3066.84,719.58
196065896,1,33.23,3073.44,719.05
196068505,1,33.23,3069.08,719.4
196072512,1,33.21,3064.27,719.77
196075123,1,33.21,3072.25,719.13
196077732,1,33.22,3094.18,717.38
196080341,1,33.22,3113.07,715.87
196082950,1,33.22,3123.09,715.07
196085559,1,33.22,3122.71,715.1
196088168,1,33.22,3114.32,715.77
196090777,1,33.23,3110.54,716.08
196093386,1,33.23,3109.92,716.13
196095995,1,33.23,3114.8,715.74
196098604,1,33.23,3126.95,714.77
196101213,1,33.23,3144.53,713.37
196103822,1,33.23,3156.72,712.4
196106431,1,33.24,3168.03,711.51
196109040,1,33.24,3176.35,710.85
196113047,1,33.21,3192.57,709.54
196116116,1,33.21,3193.83,709.44
196118725,1,33.21,3193.07,709.5
196121334,1,33.22,3197.35,709.17
196123943,1,33.22,3201.77,708.82
196126552,1,33.22,3210.88,708.1
196129161,1,33.23,3221.37,707.28
196131770,1,33.23,3227.2,706.82
196134379,1,33.23,3236.34,706.1
196136988,1,33.23,3249.17,705.09
196139597,1,33.23,3252.98,704.79
196142206,1,33.23,3265.58,703.8
196144815,1,33.23,3269.91,703.46
196147424,1,33.23,3278.32,702.8
196150033,1,33.23,3281.13,702.58
196154030,1,33.21,3279.89,702.66
196156639,1,33.22,3288.3,702.01
196159248,1,33.22,3287.4,702.08
196161857,1,33.22,3294.81,701.5
196164466,1,33.22,3301.2,701.0
196167075,1,33.22,3306.19,700.61
196169684,1,33.23,3314.23,699.99
196172293,1,33.23,3326.79,699.01
196174902,1,33.23,3332.56,698.56
196177511,1,33.23,3342.57,697.78
196180120,1,33.23,3347.58,697.39
196182729,1,33.23,3350.54,697.16
196185338,1,33.23,3357.74,696.6
196187947,1,33.24,3354.38,696.87
196190556,1,33.24,3359.4,696.48
196194564,1,33.22,3362.26,696.24
196197174,1,33.22,3371.54,695.52
196199783,1,33.22,3376.18,695.16
196202392,1,33.22,3387.79,694.26
196205001,1,33.22,3399.03,693.39
196207610,1,33.23,3410.39,692.52
196210219,1,33.23,3415.31,692.14
196212828,1,33.23,3422.18,691.61
196215437,1,33.23,3430.35,690.98
196218046,1,33.23,3435.02,690.62
196220655,1,33.23,3440.08,690.23
196223264,1,33.23,3446.57,689.73
196225873,1,33.23,3450.47,689.43
196228482,1,33.23,3452.94,689.24
196231091,1,33.24,3460.99,688.63
196235098,1,33.22,3465.71,688.25
196237708,1,33.22,3472.88,687.7
196240386,1,33.22,3476.27,687.44
196242995,1,33.22,3489.58,686.42
196245604,1,33.22,3493.62,686.11
196248213,1,33.22,3499.5,685.66
196250822,1,33.23,3505.5,685.21
196253431,1,33.23,3507.2,685.08
196256040,1,33.23,3515.32,684.46
196258649,1,33.23,3520.82,684.04
196261258,1,33.23,3530.0,683.34
196263867,1,33.23,3532.62,683.14
196266476,1,33.23,3535.77,682.9
196269085,1,33.23,3542.47,682.39
196271694,1,33.23,3549.56,681.85
196275702,1,33.21,3554.85,681.43
196278311,1,33.21,3560.64,680.99
196280920,1,33.22,3567.87,680.45
196283529,1,33.22,3573.4,680.03
196286138,1,33.22,3577.49,679.72
196288747,1,33.23,3580.11,679.53
196291356,1,33.23,3586.44,679.05
196293965,1,33.23,3593.84,678.49
196296574,1,33.23,3595.82,678.34
196299183,1,33.23,3604.41,677.69
196301792,1,33.23,3606.66,677.52
196304401,1,33.23,3612.75,677.06
196307010,1,33.23,3618.04,676.66
196309619,1,33.23,3623.87,676.22
196312228,1,33.23,3629.18,675.82
196316234,1,33.21,3636.9,675.22
196318846,1,33.21,3641.15,674.9
196321455,1,33.22,3643.92,674.7
196324064,1,33.22,3646.32,674.52
196326673,1,33.22,3656.42,673.76
196329282,1,33.22,3659.61,673.52
196331891,1,33.23,3666.39,673.02
196334500,1,33.23,3674.12,672.44
196337109,1,33.23,3676.52,672.26
196339718,1,33.23,3678.25,672.13
196342327,1,33.23,3684.79,671.64
196344936,1,33.23,3692.0,671.1
196347545,1,33.23,3698.14,670.64
196350289,1,33.23,3698.01,670.65
196352899,1,33.23,3703.89,670.21
196356769,1,33.21,3711.01,669.66
196359378,1,33.21,3717.03,669.21
196361987,1,33.22,3722.51,668.81
196364596,1,33.22,3724.79,668.64
196367205,1,33.22,3731.49,668.14
196369814,1,33.22,3734.85,667.89
196372423,1,33.23,3740.47,667.48
196375032,1,33.23,3746.25,667.05
196377641,1,33.23,3755.12,666.39
196380250,1,33.23,3753.91,666.48
196382859,1,33.23,3761.71,665.9
196385468,1,33.23,3765.75,665.6
196388077,1,33.23,3766.43,665.55
196390686,1,33.23,3772.22,665.12
196393295,1,33.23,3775.05,664.91
196397300,1,33.21,3783.57,664.26
196399910,1,33.21,3788.16,663.92
196402519,1,33.22,3798.28,663.18
196405128,1,33.22,3797.06,663.27
196407737,1,33.22,3800.03,663.05
196410346,1,33.22,3809.36,662.36
196412955,1,33.23,3813.41,662.07
196415564,1,33.23,3817.75,661.75
196418173,1,33.23,3821.0,661.51
196420782,1,33.23,3826.28,661.12
196423391,1,33.23,3830.35,660.82
196426000,1,33.23,3835.1,660.47
196428609,1,33.23,3837.14,660.32
196431218,1,33.23,3842.16,659.95
196433827,1,33.23,3845.83,659.68
196437832,1,33.21,3857.95,658.77
196440443,1,33.21,3861.21,658.53
196443052,1,33.22,3852.23,659.2
196445661,1,33.22,3851.27,659.27
196448270,1,33.22,3854.94,659.0
196450879,1,33.22,3861.34,658.53
196453488,1,33.22,3870.19,657.88
196456097,1,33.23,3879.04,657.24
196458706,1,33.23,3888.86,656.52
196461315,1,33.23,3891.73,656.31
196463924,1,33.23,3899.25,655.76
196466603,1,33.23,3900.34,655.68
196469214,1,33.23,3905.12,655.33
196471823,1,33.23,3911.01,654.9
196474432,1,33.23,3913.2,654.74
196478362,1,33.21,3918.28,654.35
196480971,1,33.21,3923.9,653.94
196483580,1,33.22,3926.22,653.78
196486189,1,33.22,3932.25,653.34
196488798,1,33.22,3940.35,652.75
196491407,1,33.22,3933.49,653.25
196494016,1,33.22,3941.18,652.69
196496625,1,33.22,3940.35,652.75
196499234,1,33.23,3944.19,652.48
196501843,1,33.23,3952.57,651.87
196504452,1,33.23,3957.94,651.48
196507061,1,33.23,3959.72,651.35
196509670,1,33.23,3968.12,650.74
196512279,1,33.23,3976.25,650.15
196514888,1,33.23,3978.04,650.02
196518890,1,33.21,3979.85,649.87
196521499,1,33.21,3987.03,649.35
196524108,1,33.21,3992.0,648.99
196526717,1,33.21,3997.8,648.57
196529326,1,33.22,3997.93,648.57
196531935,1,33.22,3990.33,649.12
196534544,1,33.22,3995.44,648.75
196537153,1,33.22,3997.79,648.58
196539762,1,33.22,4006.36,647.96
196542371,1,33.22,4008.3,647.82
196544980,1,33.23,4013.69,647.44
196547589,1,33.22,4013.7,647.43
196550198,1,33.23,4023.8,646.71
196552807,1,33.23,4032.54,646.08
196555416,1,33.23,4035.73,645.85
196559415,1,33.21,4046.29,645.07
196562024,1,33.21,4045.74,645.11
196564633,1,33.21,4051.85,644.67
196567242,1,33.21,4056.03,644.37
196569851,1,33.21,4056.86,644.31
196572460,1,33.22,4062.42,643.92
196575069,1,33.22,4066.32,643.64
196577678,1,33.22,4066.04,643.66
196580346,1,33.22,4061.03,644.02
196582955,1,33.22,4064.79,643.75
196585564,1,33.22,4069.1,643.44
196588173,1,33.22,4070.22,643.36
196590782,1,33.22,4075.37,642.99
196593391,1,33.23,4078.15,642.8
196596000,1,33.23,4083.59,642.41
196600368,1,33.2,4090.17,641.91
196602977,1,33.2,4095.2,641.55
196605588,1,33.21,4100.36,641.19
196608197,1,33.21,4103.72,640.95
196610806,1,33.21,4109.87,640.51
196613415,1,33.21,4115.61,640.1
196616024,1,33.21,4120.79,639.73
196618633,1,33.22,4125.41,639.41
196621242,1,33.22,4128.64,639.18
196623851,1,33.22,4132.7,638.89
196626460,1,33.22,4134.11,638.79
196629069,1,33.22,4136.77,638.6
196631678,1,33.22,4138.18,638.5
196634287,1,33.22,4142.81,638.17
196636896,1,33.23,4143.93,638.1
196640890,1,33.2,4144.23,638.05
196643499,1,33.2,4152.1,637.49
196646108,1,33.21,4151.95,637.51
196648717,1,33.21,4157.72,637.1
196651326,1,33.21,4162.5,636.76
196653935,1,33.21,4164.19,636.64
196656544,1,33.21,4167.71,636.39
196659153,1,33.22,4175.45,635.85
196661762,1,33.22,4180.67,635.48
196664371,1,33.22,4186.74,635.05
196666980,1,33.22,4188.01,634.96
196669589,1,33.22,4193.23,634.59
196672198,1,33.22,4194.22,634.52
196674807,1,33.22,4199.02,634.18
196677416,1,33.22,4201.43,634.01
196681408,1,33.2,4205.96,633.67
196684017,1,33.2,4208.36,633.5
196686626,1,33.21,4213.03,633.18
196689235,1,33.21,4210.91,633.33
196691844,1,33.21,4209.63,633.42
196694486,1,33.21,4211.47,633.29
196697095,1,33.21,4212.46,633.22
196699704,1,33.21,4215.44,633.01
196702313,1,33.22,4217.7,632.86
196704922,1,33.22,4218.69,632.79
196707531,1,33.22,4218.83,632.78
196710140,1,33.22,4224.22,632.4
196712749,1,33.22,4228.33,632.11
196715358,1,33.22,4236.27,631.55
196717967,1,33.22,4237.55,631.46
196721953,1,33.2,4245.93,630.85
196724563,1,33.2,4248.92,630.64
196727173,1,33.2,4255.03,630.21
196729782,1,33.21,4259.86,629.88
196732391,1,33.21,4263.99,629.59
196735000,1,33.21,4270.97,629.1
196737609,1,33.21,4269.4,629.21
196740218,1,33.21,4276.1,628.74
196742827,1,33.22,4278.8,628.56
196745436,1,33.21,4278.8,628.55
196748045,1,33.22,4284.93,628.13
196750654,1,33.22,4282.51,628.3
196753263,1,33.22,4282.08,628.33
196755872,1,33.22,4286.93,627.99
196758481,1,33.22,4287.79,627.93
196762469,1,33.2,4292.65,627.57
196765079,1,33.2,4296.51,627.3
196767689,1,33.2,4297.36,627.24
196770298,1,33.21,4299.36,627.11
196772907,1,33.21,4305.65,626.67
196775516,1,33.21,4308.08,626.5
196778125,1,33.21,4311.8,626.24
196780734,1,33.21,4317.67,625.83
196783343,1,33.21,4320.54,625.63
196785952,1,33.21,4326.56,625.21
196788561,1,33.21,4329.14,625.03
196791170,1,33.21,4332.87,624.77
196793779,1,33.22,4336.74,624.51
196796388,1,33.22,4338.89,624.36
196798997,1,33.22,4341.62,624.17
196802980,1,33.2,4346.22,623.83
196805590,1,33.2,4346.79,623.79
